epoch,itr,loss,uncertainty,maskA,maskB,time_ms
epoch,itr,loss,uncertainty,maskA,maskB,time_ms
22,129,0.01096,0.00000,27.00000,37.00000,87
22,145,0.01092,0.00000,33.00000,31.00000,97
22,161,0.01094,0.00000,27.00000,18.00000,83
22,177,0.01095,0.00000,29.00000,35.00000,91
22,193,0.01092,0.00000,31.00000,33.00000,93
22,209,0.01098,0.00000,34.00000,30.00000,98
22,225,0.01095,0.00000,37.00000,27.00000,102
22,241,0.01098,0.00000,34.00000,15.00000,94
22,257,0.01097,0.00000,26.00000,38.00000,86
22,273,0.01095,0.00000,30.00000,34.00000,92
22,289,0.01096,0.00000,27.00000,37.00000,87
22,305,0.01096,0.00000,34.00000,30.00000,97
22,321,0.01099,0.00000,36.00000,14.00000,95
22,337,0.01101,0.00000,26.00000,38.00000,86
22,353,0.01101,0.00000,32.00000,32.00000,94
22,369,0.01099,0.00000,31.00000,33.00000,92
22,385,0.01099,0.00000,36.00000,28.00000,99
23,1,0.00932,0.00000,37.00000,13.00000,99
23,17,0.01099,0.00000,30.00000,34.00000,92
23,33,0.01076,0.00000,36.00000,28.00000,99
23,49,0.01103,0.00000,30.00000,34.00000,92
23,65,0.01098,0.00000,34.00000,30.00000,98
23,81,0.01103,0.00000,25.00000,19.00000,81
23,97,0.01114,0.00000,36.00000,28.00000,99
23,113,0.01105,0.00000,29.00000,35.00000,91
23,129,0.01098,0.00000,37.00000,27.00000,102
23,145,0.01095,0.00000,36.00000,28.00000,99
23,161,0.01097,0.00000,27.00000,18.00000,83
23,177,0.01097,0.00000,30.00000,34.00000,92
23,193,0.01100,0.00000,29.00000,35.00000,91
23,209,0.01104,0.00000,36.00000,28.00000,99
23,225,0.01101,0.00000,28.00000,36.00000,90
23,241,0.01101,0.00000,38.00000,13.00000,99
23,257,0.01104,0.00000,31.00000,33.00000,92
23,273,0.01102,0.00000,36.00000,28.00000,99
23,289,0.01100,0.00000,29.00000,35.00000,91
23,305,0.01099,0.00000,30.00000,34.00000,92
23,321,0.01100,0.00000,29.00000,17.00000,86
23,337,0.01101,0.00000,35.00000,29.00000,98
23,353,0.01102,0.00000,25.00000,39.00000,86
23,369,0.01104,0.00000,36.00000,28.00000,99
23,385,0.01103,0.00000,33.00000,31.00000,96
24,1,0.00864,0.00000,38.00000,13.00000,100
24,17,0.01096,0.00000,33.00000,31.00000,96
24,33,0.01084,0.00000,36.00000,28.00000,99
24,49,0.01070,0.00000,25.00000,39.00000,86
24,65,0.01080,0.00000,28.00000,36.00000,90
24,81,0.01082,0.00000,37.00000,13.00000,99
24,97,0.01080,0.00000,27.00000,37.00000,88
24,113,0.01071,0.00000,35.00000,29.00000,98
24,129,0.01071,0.00000,33.00000,31.00000,96
24,145,0.01063,0.00000,37.00000,27.00000,102
24,161,0.01064,0.00000,28.00000,18.00000,86
24,177,0.01063,0.00000,26.00000,38.00000,87
24,193,0.01061,0.00000,32.00000,32.00000,94
24,209,0.01057,0.00000,28.00000,36.00000,90
24,225,0.01061,0.00000,32.00000,32.00000,94
24,241,0.01063,0.00000,26.00000,19.00000,82
24,257,0.01064,0.00000,36.00000,28.00000,99
24,273,0.01064,0.00000,28.00000,36.00000,90
24,289,0.01070,0.00000,28.00000,36.00000,90
24,305,0.01068,0.00000,36.00000,28.00000,99
24,321,0.01069,0.00000,29.00000,17.00000,86
24,337,0.01069,0.00000,37.00000,27.00000,102
24,353,0.01069,0.00000,32.00000,32.00000,95
24,369,0.01069,0.00000,33.00000,31.00000,96
24,385,0.01069,0.00000,28.00000,36.00000,90
25,1,0.00951,0.00000,34.00000,15.00000,94
25,17,0.01044,0.00000,28.00000,36.00000,90
25,33,0.01047,0.00000,30.00000,34.00000,92
25,49,0.01050,0.00000,33.00000,31.00000,96
25,65,0.01044,0.00000,31.00000,33.00000,92
25,81,0.01054,0.00000,32.00000,16.00000,90
25,97,0.01057,0.00000,33.00000,31.00000,96
25,113,0.01065,0.00000,32.00000,32.00000,94
25,129,0.01060,0.00000,31.00000,33.00000,93
25,145,0.01066,0.00000,28.00000,36.00000,90
25,161,0.01064,0.00000,33.00000,15.00000,92
25,177,0.01063,0.00000,35.00000,29.00000,98
25,193,0.01060,0.00000,37.00000,27.00000,102
25,209,0.01060,0.00000,33.00000,31.00000,96
25,225,0.01060,0.00000,29.00000,35.00000,91
25,241,0.01063,0.00000,29.00000,17.00000,86
25,257,0.01063,0.00000,35.00000,29.00000,98
25,273,0.01063,0.00000,27.00000,37.00000,88
25,289,0.01064,0.00000,31.00000,33.00000,93
25,305,0.01063,0.00000,31.00000,33.00000,93
25,321,0.01065,0.00000,28.00000,18.00000,86
25,337,0.01066,0.00000,25.00000,39.00000,86
25,353,0.01067,0.00000,36.00000,28.00000,99
25,369,0.01068,0.00000,33.00000,31.00000,96
25,385,0.01072,0.00000,32.00000,32.00000,94
26,1,0.01057,0.00000,36.00000,14.00000,97
26,17,0.01022,0.00000,37.00000,27.00000,102
26,33,0.01028,0.00000,32.00000,32.00000,94
26,49,0.01053,0.00000,28.00000,36.00000,90
26,65,0.01042,0.00000,37.00000,27.00000,102
26,81,0.01046,0.00000,37.00000,13.00000,99
26,97,0.01054,0.00000,34.00000,30.00000,98
26,113,0.01058,0.00000,27.00000,37.00000,87
26,129,0.01062,0.00000,36.00000,28.00000,99
26,145,0.01055,0.00000,26.00000,38.00000,87
26,161,0.01050,0.00000,32.00000,16.00000,90
26,177,0.01057,0.00000,30.00000,34.00000,92
26,193,0.01061,0.00000,32.00000,32.00000,94
26,209,0.01058,0.00000,31.00000,33.00000,93
26,225,0.01059,0.00000,30.00000,34.00000,92
26,241,0.01057,0.00000,34.00000,15.00000,94
26,257,0.01057,0.00000,32.00000,32.00000,94
26,273,0.01059,0.00000,28.00000,36.00000,90
26,289,0.01061,0.00000,26.00000,38.00000,87
26,305,0.01061,0.00000,38.00000,26.00000,103
26,321,0.01063,0.00000,34.00000,15.00000,94
26,337,0.01065,0.00000,33.00000,31.00000,96
26,353,0.01068,0.00000,29.00000,35.00000,91
26,369,0.01068,0.00000,36.00000,28.00000,99
26,385,0.01066,0.00000,33.00000,31.00000,96
27,1,0.00990,0.00000,36.00000,14.00000,96
27,17,0.01023,0.00000,29.00000,35.00000,91
27,33,0.01030,0.00000,35.00000,29.00000,99
27,49,0.01032,0.00000,27.00000,37.00000,88
27,65,0.01042,0.00000,32.00000,32.00000,95
27,81,0.01030,0.00000,29.00000,17.00000,87
27,97,0.01032,0.00000,28.00000,36.00000,91
27,113,0.01031,0.00000,35.00000,29.00000,98
27,129,0.01030,0.00000,36.00000,28.00000,99
27,145,0.01031,0.00000,30.00000,34.00000,92
27,161,0.01031,0.00000,35.00000,14.00000,95
27,177,0.01036,0.00000,37.00000,27.00000,102
27,193,0.01041,0.00000,28.00000,36.00000,90
27,209,0.01044,0.00000,25.00000,39.00000,86
27,225,0.01044,0.00000,31.00000,33.00000,92
27,241,0.01047,0.00000,27.00000,18.00000,83
27,257,0.01043,0.00000,30.00000,34.00000,92
27,273,0.01041,0.00000,37.00000,27.00000,102
27,289,0.01041,0.00000,32.00000,32.00000,94
27,305,0.01042,0.00000,36.00000,28.00000,99
27,321,0.01042,0.00000,37.00000,13.00000,98
27,337,0.01044,0.00000,34.00000,30.00000,97
27,353,0.01041,0.00000,37.00000,27.00000,102
27,369,0.01040,0.00000,28.00000,36.00000,90
27,385,0.01039,0.00000,38.00000,26.00000,103
28,1,0.01191,0.00000,27.00000,18.00000,104
28,17,0.01024,0.00000,37.00000,27.00000,102
28,33,0.01000,0.00000,28.00000,36.00000,90
28,49,0.01029,0.00000,29.00000,35.00000,91
28,65,0.01011,0.00000,36.00000,28.00000,99
28,81,0.01015,0.00000,35.00000,14.00000,95
28,97,0.01019,0.00000,34.00000,30.00000,98
28,113,0.01028,0.00000,25.00000,39.00000,86
28,129,0.01027,0.00000,38.00000,26.00000,103
28,145,0.01033,0.00000,34.00000,30.00000,98
28,161,0.01035,0.00000,31.00000,16.00000,88
28,177,0.01037,0.00000,26.00000,38.00000,87
28,193,0.01038,0.00000,25.00000,39.00000,86
28,209,0.01041,0.00000,30.00000,34.00000,92
28,225,0.01044,0.00000,33.00000,31.00000,96
28,241,0.01043,0.00000,26.00000,19.00000,82
28,257,0.01040,0.00000,31.00000,33.00000,93
28,273,0.01037,0.00000,31.00000,33.00000,93
28,289,0.01038,0.00000,37.00000,27.00000,102
28,305,0.01040,0.00000,34.00000,30.00000,98
28,321,0.01042,0.00000,26.00000,19.00000,82
28,337,0.01040,0.00000,34.00000,30.00000,98
28,353,0.01043,0.00000,35.00000,29.00000,98
28,369,0.01042,0.00000,26.00000,38.00000,87
28,385,0.01042,0.00000,34.00000,30.00000,98
29,1,0.00912,0.00000,37.00000,13.00000,99
29,17,0.01042,0.00000,30.00000,34.00000,93
29,33,0.01023,0.00000,33.00000,31.00000,96
29,49,0.01042,0.00000,37.00000,27.00000,102
29,65,0.01044,0.00000,34.00000,30.00000,97
29,81,0.01048,0.00000,34.00000,15.00000,94
29,97,0.01060,0.00000,26.00000,38.00000,86
29,113,0.01064,0.00000,29.00000,35.00000,91
29,129,0.01062,0.00000,26.00000,38.00000,87
29,145,0.01058,0.00000,33.00000,31.00000,96
29,161,0.01055,0.00000,28.00000,18.00000,86
29,177,0.01048,0.00000,33.00000,31.00000,96
29,193,0.01049,0.00000,33.00000,31.00000,96
29,209,0.01049,0.00000,32.00000,32.00000,94
29,225,0.01053,0.00000,29.00000,35.00000,91
29,241,0.01049,0.00000,34.00000,15.00000,94
29,257,0.01049,0.00000,30.00000,34.00000,92
29,273,0.01048,0.00000,33.00000,31.00000,96
29,289,0.01046,0.00000,37.00000,27.00000,102
29,305,0.01047,0.00000,28.00000,36.00000,90
29,321,0.01049,0.00000,36.00000,14.00000,95
29,337,0.01048,0.00000,35.00000,29.00000,98
29,353,0.01048,0.00000,29.00000,35.00000,91
29,369,0.01049,0.00000,25.00000,39.00000,86
29,385,0.01048,0.00000,30.00000,34.00000,92
30,1,0.01284,0.00000,27.00000,18.00000,83
30,17,0.01090,0.00000,26.00000,38.00000,87
30,33,0.01078,0.00000,30.00000,34.00000,92
30,49,0.01071,0.00000,32.00000,32.00000,95
30,65,0.01045,0.00000,29.00000,35.00000,91
30,81,0.01040,0.00000,30.00000,17.00000,88
30,97,0.01039,0.00000,26.00000,38.00000,87
30,113,0.01041,0.00000,34.00000,30.00000,97
30,129,0.01035,0.00000,29.00000,35.00000,91
30,145,0.01032,0.00000,35.00000,29.00000,98
30,161,0.01028,0.00000,35.00000,14.00000,95
30,177,0.01028,0.00000,32.00000,32.00000,94
30,193,0.01032,0.00000,27.00000,37.00000,87
30,209,0.01028,0.00000,32.00000,32.00000,94
30,225,0.01026,0.00000,29.00000,35.00000,91
30,241,0.01023,0.00000,28.00000,18.00000,86
30,257,0.01027,0.00000,28.00000,36.00000,90
30,273,0.01030,0.00000,32.00000,32.00000,94
30,289,0.01029,0.00000,28.00000,36.00000,90
30,305,0.01030,0.00000,34.00000,30.00000,97
30,321,0.01032,0.00000,27.00000,18.00000,83
30,337,0.01032,0.00000,33.00000,31.00000,96
30,353,0.01030,0.00000,32.00000,32.00000,94
30,369,0.01029,0.00000,30.00000,34.00000,92
30,385,0.01030,0.00000,26.00000,38.00000,86
epoch,itr,loss,uncertainty,maskA,maskB,time_ms
1,1,0.21174,0.000000,30.00000,34.00000,11225
1,17,0.17368,0.000000,36.00000,28.00000,99
1,33,0.16123,0.000000,27.00000,37.00000,88
1,49,0.15342,0.000000,32.00000,32.00000,94
1,65,0.14777,0.000000,37.00000,27.00000,102
1,81,0.14292,0.000000,30.00000,34.00000,92
1,97,0.13847,0.000000,26.00000,38.00000,87
1,113,0.13439,0.000000,38.00000,26.00000,103
1,129,0.13048,0.000000,27.00000,37.00000,88
1,145,0.12674,0.000000,26.00000,38.00000,87
1,161,0.12314,0.000000,33.00000,31.00000,96
1,177,0.11969,0.000000,31.00000,33.00000,93
1,193,0.11637,0.000000,26.00000,38.00000,87
1,209,0.11327,0.000000,33.00000,31.00000,97
1,225,0.11028,0.000000,35.00000,29.00000,99
1,241,0.10742,0.000000,36.00000,28.00000,99
1,257,0.10470,0.000000,29.00000,35.00000,91
1,273,0.10217,0.000000,33.00000,31.00000,96
1,289,0.09973,0.000000,30.00000,34.00000,92
1,305,0.09739,0.000000,29.00000,35.00000,91
1,321,0.09512,0.000000,27.00000,37.00000,88
1,337,0.09296,0.000000,28.00000,36.00000,90
1,353,0.09090,0.000000,32.00000,32.00000,95
1,369,0.08894,0.000000,34.00000,30.00000,98
1,385,0.08709,0.000000,36.00000,28.00000,99
2,1,0.04129,0.000000,29.00000,35.00000,91
2,17,0.04204,0.000000,37.00000,27.00000,102
2,33,0.04221,0.000000,34.00000,30.00000,98
2,49,0.04154,0.000000,33.00000,31.00000,97
2,65,0.04094,0.000000,35.00000,29.00000,98
2,81,0.04028,0.000000,36.00000,28.00000,99
2,97,0.03979,0.000000,38.00000,26.00000,103
2,113,0.03925,0.000000,28.00000,36.00000,90
2,129,0.03882,0.000000,26.00000,38.00000,86
2,145,0.03837,0.000000,34.00000,30.00000,98
2,161,0.03790,0.000000,37.00000,27.00000,102
2,177,0.03748,0.000000,32.00000,32.00000,95
2,193,0.03713,0.000000,28.00000,36.00000,90
2,209,0.03678,0.000000,33.00000,31.00000,96
2,225,0.03647,0.000000,33.00000,31.00000,96
2,241,0.03610,0.000000,29.00000,35.00000,91
2,257,0.03575,0.000000,35.00000,29.00000,99
2,273,0.03539,0.000000,37.00000,27.00000,102
2,289,0.03510,0.000000,30.00000,34.00000,92
2,305,0.03481,0.000000,37.00000,27.00000,102
2,321,0.03451,0.000000,32.00000,32.00000,94
2,337,0.03425,0.000000,26.00000,38.00000,87
2,353,0.03397,0.000000,34.00000,30.00000,97
2,369,0.03369,0.000000,29.00000,35.00000,91
2,385,0.03347,0.000000,33.00000,31.00000,96
3,1,0.02597,0.000000,36.00000,28.00000,99
3,17,0.02729,0.000000,37.00000,27.00000,102
3,33,0.02730,0.000000,34.00000,30.00000,98
3,49,0.02741,0.000000,31.00000,33.00000,93
3,65,0.02730,0.000000,31.00000,33.00000,93
3,81,0.02707,0.000000,30.00000,34.00000,92
3,97,0.02691,0.000000,27.00000,37.00000,88
3,113,0.02680,0.000000,27.00000,37.00000,88
3,129,0.02671,0.000000,35.00000,29.00000,99
3,145,0.02654,0.000000,26.00000,38.00000,87
3,161,0.02642,0.000000,35.00000,29.00000,98
3,177,0.02630,0.000000,29.00000,35.00000,91
3,193,0.02614,0.000000,34.00000,30.00000,98
3,209,0.02604,0.000000,28.00000,36.00000,90
3,225,0.02592,0.000000,25.00000,39.00000,86
3,241,0.02580,0.000000,34.00000,30.00000,98
3,257,0.02563,0.000000,31.00000,33.00000,93
3,273,0.02550,0.000000,33.00000,31.00000,97
3,289,0.02542,0.000000,25.00000,39.00000,86
3,305,0.02537,0.000000,27.00000,37.00000,88
3,321,0.02524,0.000000,36.00000,28.00000,99
3,337,0.02512,0.000000,28.00000,36.00000,91
3,353,0.02500,0.000000,28.00000,36.00000,91
3,369,0.02485,0.000000,30.00000,34.00000,92
3,385,0.02475,0.000000,32.00000,32.00000,94
4,1,0.02074,0.000000,35.00000,29.00000,99
4,17,0.02231,0.000000,32.00000,32.00000,94
4,33,0.02248,0.000000,37.00000,27.00000,103
4,49,0.02267,0.000000,32.00000,32.00000,95
4,65,0.02249,0.000000,38.00000,26.00000,103
4,81,0.02238,0.000000,37.00000,27.00000,102
4,97,0.02225,0.000000,34.00000,30.00000,98
4,113,0.02222,0.000000,27.00000,37.00000,88
4,129,0.02211,0.000000,36.00000,28.00000,99
4,145,0.02202,0.000000,26.00000,38.00000,87
4,161,0.02194,0.000000,27.00000,37.00000,88
4,177,0.02188,0.000000,30.00000,34.00000,92
4,193,0.02184,0.000000,28.00000,36.00000,90
4,209,0.02181,0.000000,26.00000,38.00000,87
4,225,0.02174,0.000000,26.00000,38.00000,87
4,241,0.02167,0.000000,35.00000,29.00000,98
4,257,0.02158,0.000000,31.00000,33.00000,92
4,273,0.02154,0.000000,32.00000,32.00000,94
4,289,0.02149,0.000000,29.00000,35.00000,91
4,305,0.02142,0.000000,33.00000,31.00000,96
4,321,0.02133,0.000000,29.00000,35.00000,91
4,337,0.02125,0.000000,36.00000,28.00000,99
4,353,0.02118,0.000000,37.00000,27.00000,102
4,369,0.02112,0.000000,33.00000,31.00000,96
epoch,itr,loss,uncertainty,maskA,maskB,time_ms
1,1,0.21502,0.000000,32.00000,32.00000,10513
1,17,0.15462,0.000000,36.00000,28.00000,360
1,33,0.13846,0.000000,27.00000,37.00000,317
1,49,0.12599,0.000000,32.00000,32.00000,344
1,65,0.11572,0.000000,37.00000,27.00000,368
1,81,0.10750,0.000000,30.00000,34.00000,333
1,97,0.10113,0.000000,26.00000,38.00000,315
2,1,0.06831,0.000000,37.00000,27.00000,368
2,17,0.06712,0.000000,37.00000,27.00000,367
2,33,0.06560,0.000000,37.00000,27.00000,368
2,49,0.06405,0.000000,32.00000,32.00000,344
2,65,0.06286,0.000000,28.00000,36.00000,325
2,81,0.06180,0.000000,29.00000,35.00000,328
2,97,0.06104,0.000000,26.00000,38.00000,315
3,1,0.05607,0.000000,29.00000,35.00000,329
3,17,0.05643,0.000000,30.00000,34.00000,333
3,33,0.05571,0.000000,37.00000,27.00000,369
3,49,0.05572,0.000000,34.00000,30.00000,355
3,65,0.05513,0.000000,29.00000,35.00000,329
3,81,0.05439,0.000000,34.00000,30.00000,354
3,97,0.05381,0.000000,25.00000,39.00000,311
4,1,0.04854,0.000001,34.00000,30.00000,355
4,17,0.04951,0.000001,37.00000,27.00000,368
4,33,0.04867,0.000001,36.00000,28.00000,361
4,49,0.04816,0.000001,35.00000,29.00000,358
4,65,0.04766,0.000001,35.00000,29.00000,358
4,81,0.04724,0.000001,29.00000,17.00000,312
4,97,0.04682,0.000001,31.00000,33.00000,337
5,1,0.04564,0.000002,28.00000,18.00000,308
5,17,0.04205,0.000002,35.00000,29.00000,358
5,33,0.04160,0.000002,28.00000,36.00000,325
5,49,0.04052,0.000003,29.00000,35.00000,328
5,65,0.03945,0.000003,26.00000,38.00000,315
5,81,0.03853,0.000003,29.00000,17.00000,312
5,97,0.03779,0.000003,25.00000,39.00000,311
6,1,0.03213,0.000004,36.00000,14.00000,348
6,17,0.03400,0.000004,36.00000,28.00000,361
6,33,0.03348,0.000004,30.00000,34.00000,333
6,49,0.03246,0.000005,26.00000,38.00000,315
6,65,0.03143,0.000005,33.00000,31.00000,350
6,81,0.03083,0.000005,37.00000,13.00000,355
6,97,0.03035,0.000005,38.00000,26.00000,372
7,1,0.02895,0.000007,28.00000,18.00000,308
7,17,0.02699,0.000007,33.00000,31.00000,350
7,33,0.02684,0.000007,33.00000,31.00000,350
7,49,0.02674,0.000007,29.00000,35.00000,329
7,65,0.02643,0.000007,35.00000,29.00000,359
7,81,0.02604,0.000007,37.00000,13.00000,355
7,97,0.02580,0.000007,30.00000,34.00000,333
8,1,0.02440,0.000008,31.00000,16.00000,321
8,17,0.02447,0.000008,28.00000,36.00000,325
8,33,0.02442,0.000008,29.00000,35.00000,330
8,49,0.02426,0.000008,32.00000,32.00000,345
8,65,0.02397,0.000008,37.00000,27.00000,369
8,81,0.02406,0.000008,32.00000,16.00000,329
8,97,0.02399,0.000008,35.00000,29.00000,358
9,1,0.02066,0.000008,37.00000,13.00000,355
9,17,0.02264,0.000008,31.00000,33.00000,336
9,33,0.02249,0.000009,32.00000,32.00000,344
9,49,0.02263,0.000009,29.00000,35.00000,328
9,65,0.02252,0.000009,25.00000,39.00000,311
9,81,0.02241,0.000009,32.00000,16.00000,329
9,97,0.02233,0.000009,35.00000,29.00000,357
10,1,0.01980,0.000009,35.00000,14.00000,344
10,17,0.02145,0.000010,29.00000,35.00000,329
10,33,0.02178,0.000010,26.00000,38.00000,314
10,49,0.02161,0.000009,35.00000,29.00000,358
10,65,0.02154,0.000010,27.00000,37.00000,317
10,81,0.02132,0.000010,29.00000,17.00000,311
10,97,0.02116,0.000010,33.00000,31.00000,349
11,1,0.01974,0.000010,33.00000,15.00000,334
11,17,0.02020,0.000010,37.00000,27.00000,368
11,33,0.02020,0.000010,38.00000,26.00000,371
11,49,0.02046,0.000010,29.00000,35.00000,328
11,65,0.02020,0.000011,34.00000,30.00000,354
11,81,0.02002,0.000011,29.00000,17.00000,311
11,97,0.02004,0.000011,33.00000,31.00000,349
12,1,0.01920,0.000012,29.00000,17.00000,311
12,17,0.01970,0.000012,34.00000,30.00000,354
12,33,0.01926,0.000012,31.00000,33.00000,336
12,49,0.01896,0.000013,27.00000,37.00000,317
12,65,0.01887,0.000013,37.00000,27.00000,368
12,81,0.01863,0.000013,34.00000,15.00000,340
12,97,0.01851,0.000013,35.00000,29.00000,357
13,1,0.01782,0.000014,32.00000,16.00000,329
13,17,0.01812,0.000015,34.00000,30.00000,354
13,33,0.01795,0.000015,35.00000,29.00000,358
13,49,0.01814,0.000014,28.00000,36.00000,325
13,65,0.01791,0.000014,31.00000,33.00000,336
13,81,0.01776,0.000014,36.00000,14.00000,347
13,97,0.01770,0.000014,29.00000,35.00000,328
14,1,0.01760,0.000016,31.00000,16.00000,320
14,17,0.01739,0.000016,33.00000,31.00000,349
14,33,0.01731,0.000016,35.00000,29.00000,358
14,49,0.01733,0.000015,35.00000,29.00000,358
14,65,0.01738,0.000015,36.00000,28.00000,360
14,81,0.01738,0.000015,31.00000,16.00000,320
14,97,0.01731,0.000015,32.00000,32.00000,344
15,1,0.01669,0.000016,33.00000,15.00000,334
15,17,0.01728,0.000016,26.00000,38.00000,315
15,33,0.01713,0.000017,30.00000,34.00000,333
15,49,0.01701,0.000017,38.00000,26.00000,371
15,65,0.01689,0.000017,34.00000,30.00000,354
15,81,0.01679,0.000017,28.00000,18.00000,307
15,97,0.01680,0.000017,34.00000,30.00000,354
16,1,0.01614,0.000018,31.00000,16.00000,320
16,17,0.01629,0.000018,28.00000,36.00000,324
16,33,0.01605,0.000018,29.00000,35.00000,328
16,49,0.01605,0.000018,37.00000,27.00000,368
16,65,0.01605,0.000018,26.00000,38.00000,314
16,81,0.01605,0.000019,26.00000,19.00000,296
16,97,0.01610,0.000019,25.00000,39.00000,311
17,1,0.01607,0.000018,30.00000,17.00000,317
17,17,0.01603,0.000018,29.00000,35.00000,328
17,33,0.01559,0.000020,26.00000,38.00000,314
17,49,0.01560,0.000020,37.00000,27.00000,368
17,65,0.01564,0.000021,29.00000,35.00000,328
17,81,0.01559,0.000021,27.00000,18.00000,299
17,97,0.01554,0.000021,36.00000,28.00000,360
18,1,0.01608,0.000023,28.00000,18.00000,308
18,17,0.01520,0.000023,26.00000,38.00000,315
18,33,0.01503,0.000023,26.00000,38.00000,315
18,49,0.01495,0.000023,36.00000,28.00000,361
18,65,0.01497,0.000023,28.00000,36.00000,325
18,81,0.01486,0.000023,34.00000,15.00000,341
18,97,0.01485,0.000023,37.00000,27.00000,368
19,1,0.01584,0.000024,27.00000,18.00000,299
19,17,0.01495,0.000023,35.00000,29.00000,358
19,33,0.01468,0.000024,36.00000,28.00000,361
19,49,0.01491,0.000024,31.00000,33.00000,337
19,65,0.01487,0.000024,34.00000,30.00000,354
19,81,0.01492,0.000025,34.00000,15.00000,340
19,97,0.01474,0.000025,25.00000,39.00000,311
20,1,0.01249,0.000025,36.00000,14.00000,348
20,17,0.01320,0.000025,32.00000,32.00000,344
20,33,0.01332,0.000026,26.00000,38.00000,314
20,49,0.01350,0.000026,31.00000,33.00000,336
20,65,0.01371,0.000026,25.00000,39.00000,311
20,81,0.01373,0.000027,38.00000,13.00000,359
20,97,0.01383,0.000027,30.00000,34.00000,333
21,1,0.01373,0.000031,33.00000,15.00000,334
21,17,0.01396,0.000030,32.00000,32.00000,344
21,33,0.01417,0.000028,27.00000,37.00000,317
21,49,0.01399,0.000028,34.00000,30.00000,354
21,65,0.01386,0.000029,32.00000,32.00000,344
21,81,0.01393,0.000029,32.00000,16.00000,329
21,97,0.01383,0.000029,32.00000,32.00000,344
22,1,0.01211,0.000028,37.00000,13.00000,355
22,17,0.01344,0.000029,31.00000,33.00000,336
22,33,0.01363,0.000030,37.00000,27.00000,367
22,49,0.01355,0.000030,34.00000,30.00000,354
22,65,0.01352,0.000030,30.00000,34.00000,333
22,81,0.01355,0.000030,30.00000,17.00000,316
22,97,0.01357,0.000030,30.00000,34.00000,333
23,1,0.01374,0.000032,30.00000,17.00000,317
23,17,0.01321,0.000032,31.00000,33.00000,336
23,33,0.01327,0.000031,36.00000,28.00000,361
23,49,0.01332,0.000031,36.00000,28.00000,360
23,65,0.01329,0.000032,32.00000,32.00000,344
23,81,0.01328,0.000032,34.00000,15.00000,340
23,97,0.01326,0.000032,34.00000,30.00000,354
24,1,0.01193,0.000030,35.00000,14.00000,344
24,17,0.01309,0.000031,26.00000,38.00000,314
24,33,0.01331,0.000032,32.00000,32.00000,344
24,49,0.01320,0.000032,35.00000,29.00000,357
24,65,0.01311,0.000032,29.00000,35.00000,328
24,81,0.01320,0.000032,34.00000,15.00000,340
24,97,0.01321,0.000032,35.00000,29.00000,357
25,1,0.01138,0.000034,35.00000,14.00000,344
25,17,0.01331,0.000034,34.00000,30.00000,354
25,33,0.01328,0.000033,33.00000,31.00000,349
25,49,0.01340,0.000033,27.00000,37.00000,317
25,65,0.01322,0.000033,36.00000,28.00000,360
25,81,0.01318,0.000033,35.00000,14.00000,343
25,97,0.01318,0.000034,26.00000,38.00000,314
26,1,0.01290,0.000034,31.00000,16.00000,320
26,17,0.01271,0.000036,36.00000,28.00000,360
26,33,0.01292,0.000035,26.00000,38.00000,315
26,49,0.01311,0.000034,25.00000,39.00000,311
26,65,0.01293,0.000034,36.00000,28.00000,361
26,81,0.01292,0.000034,34.00000,15.00000,340
26,97,0.01301,0.000034,30.00000,34.00000,333
27,1,0.01168,0.000035,34.00000,15.00000,340
27,17,0.01300,0.000036,34.00000,30.00000,354
27,33,0.01277,0.000036,29.00000,35.00000,328
27,49,0.01279,0.000035,37.00000,27.00000,368
27,65,0.01275,0.000036,28.00000,36.00000,325
27,81,0.01284,0.000036,34.00000,15.00000,340
27,97,0.01296,0.000036,29.00000,35.00000,328
28,1,0.01322,0.000034,30.00000,17.00000,316
28,17,0.01275,0.000034,27.00000,37.00000,317
28,33,0.01304,0.000035,34.00000,30.00000,354
28,49,0.01299,0.000035,27.00000,37.00000,317
28,65,0.01296,0.000035,38.00000,26.00000,372
28,81,0.01292,0.000035,32.00000,16.00000,329
28,97,0.01288,0.000035,37.00000,27.00000,368
29,1,0.01203,0.000036,31.00000,16.00000,320
29,17,0.01263,0.000036,36.00000,28.00000,360
29,33,0.01280,0.000035,26.00000,38.00000,315
29,49,0.01306,0.000036,26.00000,38.00000,315
29,65,0.01300,0.000036,34.00000,30.00000,354
29,81,0.01296,0.000036,37.00000,13.00000,355
29,97,0.01294,0.000036,34.00000,30.00000,354
30,1,0.01305,0.000035,30.00000,17.00000,316
30,17,0.01218,0.000036,26.00000,38.00000,315
30,33,0.01256,0.000036,26.00000,38.00000,315
30,49,0.01249,0.000036,32.00000,32.00000,344
30,65,0.01269,0.000036,27.00000,37.00000,317
30,81,0.01264,0.000036,36.00000,14.00000,347
30,97,0.01271,0.000036,29.00000,35.00000,328
epoch,itr,loss,uncertainty,maskA,maskB,time_ms
1,1,0.21504,0.000000,30.00000,34.00000,9793
1,17,0.15464,0.000000,36.00000,28.00000,360
1,33,0.13844,0.000000,27.00000,37.00000,317
1,49,0.12600,0.000000,32.00000,32.00000,344
1,65,0.11582,0.000001,37.00000,27.00000,368
1,81,0.10769,0.000001,30.00000,17.00000,316
