epoch,itr,loss,maskA,maskB,time_ms
1,361,0.02827,35.00000,29.00000,1152
1,362,0.02822,37.00000,27.00000,1179
1,363,0.02818,25.00000,39.00000,998
1,364,0.02813,27.00000,37.00000,1067
1,365,0.02808,38.00000,26.00000,2679
1,366,0.02804,27.00000,37.00000,2124
1,367,0.02800,35.00000,29.00000,1177
1,368,0.02795,34.00000,30.00000,1169
1,369,0.02790,33.00000,31.00000,1167
1,370,0.02786,30.00000,34.00000,1091
1,371,0.02781,29.00000,35.00000,3625
1,372,0.02777,27.00000,37.00000,1059
1,373,0.02772,28.00000,36.00000,1063
1,374,0.02768,29.00000,35.00000,3631
1,375,0.02763,38.00000,26.00000,1214
1,376,0.02759,32.00000,32.00000,1146
1,377,0.02754,34.00000,30.00000,3671
1,378,0.02750,36.00000,28.00000,1148
1,379,0.02746,27.00000,37.00000,1058
1,380,0.02742,32.00000,32.00000,3663
1,381,0.02738,27.00000,37.00000,1055
1,382,0.02733,38.00000,26.00000,1213
1,383,0.02730,30.00000,34.00000,1081
1,384,0.02726,36.00000,28.00000,1156
1,385,0.02721,35.00000,29.00000,2683
1,386,0.02718,25.00000,39.00000,2002
1,387,0.02713,31.00000,33.00000,1143
1,388,0.02710,28.00000,36.00000,1065
1,389,0.02706,31.00000,33.00000,1151
epoch,itr,loss,maskA,maskB,time_ms
1,0,0.45204,32.00000,32.00000,988
1,16,0.20270,36.00000,28.00000,774
epoch,itr,loss,maskA,maskB,time_ms
1,1,0.45217,28.00000,36.00000,1255
1,17,0.20238,36.00000,28.00000,1154
1,33,0.13672,27.00000,37.00000,2385
1,49,0.10381,32.00000,32.00000,1144
1,65,0.08484,37.00000,27.00000,1179
1,81,0.07270,30.00000,34.00000,1084
1,97,0.06454,26.00000,38.00000,1020
1,113,0.05864,38.00000,26.00000,1224
1,129,0.05395,27.00000,37.00000,1065
1,145,0.05002,26.00000,38.00000,1017
1,161,0.04682,33.00000,31.00000,1603
1,177,0.04403,31.00000,33.00000,3659
1,193,0.04159,27.00000,37.00000,1393
1,209,0.03951,33.00000,31.00000,1159
1,225,0.03765,35.00000,29.00000,1169
1,241,0.03600,36.00000,28.00000,1153
1,257,0.03456,29.00000,35.00000,1095
1,273,0.03329,33.00000,31.00000,3642
1,289,0.03213,30.00000,34.00000,1091
1,305,0.03106,29.00000,35.00000,1093
1,321,0.03011,27.00000,37.00000,1063
1,337,0.02924,28.00000,36.00000,1059
1,353,0.02845,32.00000,32.00000,1143
1,369,0.02770,34.00000,30.00000,3667
1,385,0.02700,36.00000,28.00000,1161
2,1,0.01115,29.00000,35.00000,3621
2,17,0.01087,37.00000,27.00000,1188
2,33,0.01071,34.00000,30.00000,1152
2,49,0.01066,33.00000,31.00000,1167
2,65,0.01059,35.00000,29.00000,1157
2,81,0.01056,36.00000,28.00000,1158
2,97,0.01052,38.00000,26.00000,3740
2,113,0.01045,28.00000,36.00000,1059
2,129,0.01044,26.00000,38.00000,3548
2,145,0.01038,34.00000,30.00000,1157
2,161,0.01029,37.00000,27.00000,1189
2,177,0.01019,32.00000,32.00000,1146
2,193,0.01006,28.00000,36.00000,1063
2,209,0.00992,33.00000,31.00000,1160
2,225,0.00981,33.00000,31.00000,1153
2,241,0.00968,29.00000,35.00000,1101
2,257,0.00955,35.00000,29.00000,1168
2,273,0.00942,37.00000,27.00000,1192
2,289,0.00930,30.00000,34.00000,1086
2,305,0.00921,37.00000,27.00000,1188
2,321,0.00912,32.00000,32.00000,1154
2,337,0.00905,26.00000,38.00000,1025
2,353,0.00897,34.00000,30.00000,1162
2,369,0.00888,29.00000,35.00000,1094
2,385,0.00880,33.00000,31.00000,1154
3,1,0.00665,31.00000,33.00000,1141
3,17,0.00668,37.00000,27.00000,3692
3,33,0.00672,34.00000,30.00000,1166
3,49,0.00667,31.00000,33.00000,1135
3,65,0.00663,31.00000,33.00000,1143
3,81,0.00655,30.00000,34.00000,1085
3,97,0.00656,27.00000,37.00000,1068
3,113,0.00652,27.00000,37.00000,1062
3,129,0.00650,35.00000,29.00000,1164
3,145,0.00647,26.00000,38.00000,1023
3,161,0.00645,35.00000,29.00000,1159
3,177,0.00642,29.00000,35.00000,1102
3,193,0.00636,34.00000,30.00000,1159
3,209,0.00636,28.00000,36.00000,1063
3,225,0.00631,25.00000,39.00000,3549
3,241,0.00628,34.00000,30.00000,3708
3,257,0.00622,31.00000,33.00000,1138
3,273,0.00620,33.00000,31.00000,1156
3,289,0.00617,25.00000,39.00000,1001
3,305,0.00616,27.00000,37.00000,1992
3,321,0.00614,36.00000,28.00000,1143
3,337,0.00611,28.00000,36.00000,1066
3,353,0.00609,28.00000,36.00000,1063
3,369,0.00605,30.00000,34.00000,1087
3,385,0.00602,32.00000,32.00000,3670
4,1,0.00491,33.00000,31.00000,1187
4,17,0.00530,32.00000,32.00000,1151
4,33,0.00544,37.00000,27.00000,1193
4,49,0.00546,32.00000,32.00000,1147
4,65,0.00538,38.00000,26.00000,3713
4,81,0.00538,37.00000,27.00000,1185
4,97,0.00537,34.00000,30.00000,1157
4,113,0.00537,27.00000,37.00000,1065
4,129,0.00534,36.00000,28.00000,1160
4,145,0.00533,26.00000,38.00000,1013
4,161,0.00533,27.00000,37.00000,1063
4,177,0.00531,30.00000,34.00000,1089
4,193,0.00531,28.00000,36.00000,1065
4,209,0.00533,26.00000,38.00000,1020
4,225,0.00532,26.00000,38.00000,1023
4,241,0.00531,35.00000,29.00000,1164
4,257,0.00531,31.00000,33.00000,1143
4,273,0.00530,32.00000,32.00000,1151
4,289,0.00530,29.00000,35.00000,1095
4,305,0.00528,33.00000,31.00000,1149
4,321,0.00527,29.00000,35.00000,1104
4,337,0.00526,36.00000,28.00000,3682
4,353,0.00526,37.00000,27.00000,1194
4,369,0.00525,33.00000,31.00000,1165
4,385,0.00525,36.00000,28.00000,1156
5,1,0.00522,27.00000,37.00000,1091
5,17,0.00507,36.00000,28.00000,1161
5,33,0.00512,36.00000,28.00000,1160
5,49,0.00514,28.00000,36.00000,1067
5,65,0.00504,34.00000,30.00000,1149
5,81,0.00502,30.00000,34.00000,1080
5,97,0.00501,27.00000,37.00000,1061
5,113,0.00497,34.00000,30.00000,1157
5,129,0.00499,33.00000,31.00000,1158
5,145,0.00498,31.00000,33.00000,1143
5,161,0.00498,33.00000,31.00000,1160
5,177,0.00498,32.00000,32.00000,1157
5,193,0.00497,32.00000,32.00000,1147
5,209,0.00498,36.00000,28.00000,1160
5,225,0.00498,28.00000,36.00000,1064
5,241,0.00498,32.00000,32.00000,1154
5,257,0.00498,26.00000,38.00000,1027
5,273,0.00498,29.00000,35.00000,1098
5,289,0.00495,36.00000,28.00000,1156
5,305,0.00494,34.00000,30.00000,1161
5,321,0.00494,26.00000,38.00000,1013
5,337,0.00495,32.00000,32.00000,1145
5,353,0.00494,38.00000,26.00000,1216
5,369,0.00492,26.00000,38.00000,1022
5,385,0.00492,37.00000,27.00000,3721
6,1,0.00479,32.00000,32.00000,1163
6,17,0.00477,26.00000,38.00000,1022
6,33,0.00474,32.00000,32.00000,1150
6,49,0.00466,35.00000,29.00000,1168
6,65,0.00464,31.00000,33.00000,1329
6,81,0.00464,33.00000,31.00000,1159
6,97,0.00461,36.00000,28.00000,1155
6,113,0.00464,31.00000,33.00000,1136
6,129,0.00463,33.00000,31.00000,1154
6,145,0.00461,34.00000,30.00000,1154
6,161,0.00462,32.00000,32.00000,1149
6,177,0.00461,27.00000,37.00000,1066
6,193,0.00463,36.00000,28.00000,1152
6,209,0.00463,27.00000,37.00000,1061
6,225,0.00462,36.00000,28.00000,1160
6,241,0.00462,34.00000,30.00000,1147
6,257,0.00462,30.00000,34.00000,1086
6,273,0.00462,36.00000,28.00000,1163
6,289,0.00461,28.00000,36.00000,1060
6,305,0.00461,27.00000,37.00000,1064
6,321,0.00461,36.00000,28.00000,1156
6,337,0.00460,36.00000,28.00000,1154
6,353,0.00460,32.00000,32.00000,1152
6,369,0.00460,25.00000,39.00000,1001
6,385,0.00460,33.00000,31.00000,1153
7,1,0.00483,26.00000,38.00000,1010
7,17,0.00470,27.00000,37.00000,1066
7,33,0.00464,36.00000,28.00000,1153
7,49,0.00461,37.00000,27.00000,1187
7,65,0.00454,34.00000,30.00000,1160
7,81,0.00450,31.00000,33.00000,1131
7,97,0.00451,30.00000,34.00000,1083
7,113,0.00450,36.00000,28.00000,3689
7,129,0.00451,29.00000,35.00000,1099
7,145,0.00450,37.00000,27.00000,1186
7,161,0.00450,36.00000,28.00000,1164
7,177,0.00451,31.00000,33.00000,1136
7,193,0.00451,29.00000,35.00000,1105
7,209,0.00451,37.00000,27.00000,1179
7,225,0.00451,37.00000,27.00000,1184
7,241,0.00449,27.00000,37.00000,1059
7,257,0.00447,28.00000,36.00000,1063
7,273,0.00447,25.00000,39.00000,1003
7,289,0.00447,32.00000,32.00000,1154
7,305,0.00448,36.00000,28.00000,1158
7,321,0.00449,36.00000,28.00000,1161
7,337,0.00448,33.00000,31.00000,1151
7,353,0.00447,32.00000,32.00000,1148
7,369,0.00448,33.00000,31.00000,1160
7,385,0.00448,31.00000,33.00000,1147
8,1,0.00398,36.00000,28.00000,1153
8,17,0.00426,34.00000,30.00000,1157
8,33,0.00436,34.00000,30.00000,1162
8,49,0.00438,33.00000,31.00000,1162
8,65,0.00436,33.00000,31.00000,1159
8,81,0.00435,33.00000,31.00000,1158
8,97,0.00431,25.00000,39.00000,1000
8,113,0.00430,27.00000,37.00000,1060
8,129,0.00428,29.00000,35.00000,1099
8,145,0.00429,27.00000,37.00000,1038
8,161,0.00427,34.00000,30.00000,1162
8,177,0.00426,28.00000,36.00000,1061
8,193,0.00426,34.00000,30.00000,3644
8,209,0.00426,28.00000,36.00000,1060
8,225,0.00425,36.00000,28.00000,1156
8,241,0.00425,28.00000,36.00000,1062
8,257,0.00426,28.00000,36.00000,1064
8,273,0.00426,30.00000,34.00000,1088
8,289,0.00427,34.00000,30.00000,1157
8,305,0.00426,33.00000,31.00000,1163
8,321,0.00426,29.00000,35.00000,1086
8,337,0.00424,28.00000,36.00000,1058
8,353,0.00424,35.00000,29.00000,1166
8,369,0.00424,33.00000,31.00000,1158
8,385,0.00423,33.00000,31.00000,1143
9,1,0.00479,27.00000,37.00000,1081
9,17,0.00436,31.00000,33.00000,1136
9,33,0.00424,34.00000,30.00000,1157
9,49,0.00425,32.00000,32.00000,1151
9,65,0.00424,31.00000,33.00000,1137
9,81,0.00420,35.00000,29.00000,1155
9,97,0.00420,27.00000,37.00000,1060
9,113,0.00420,27.00000,37.00000,1061
9,129,0.00417,26.00000,38.00000,3586
9,145,0.00416,37.00000,27.00000,1185
9,161,0.00414,33.00000,31.00000,1155
9,177,0.00414,36.00000,28.00000,1154
9,193,0.00415,27.00000,37.00000,1056
9,209,0.00415,29.00000,35.00000,1098
9,225,0.00412,34.00000,30.00000,1155
9,241,0.00410,34.00000,30.00000,1156
9,257,0.00409,33.00000,31.00000,1145
9,273,0.00409,29.00000,35.00000,1098
9,289,0.00410,30.00000,34.00000,1078
9,305,0.00410,37.00000,27.00000,1185
9,321,0.00408,34.00000,30.00000,1157
9,337,0.00409,30.00000,34.00000,2396
9,353,0.00409,35.00000,29.00000,1161
9,369,0.00409,27.00000,37.00000,3439
9,385,0.00407,37.00000,27.00000,1189
10,1,0.00359,34.00000,30.00000,1145
10,17,0.00407,38.00000,26.00000,1219
10,33,0.00428,33.00000,31.00000,3632
10,49,0.00426,36.00000,28.00000,1153
10,65,0.00419,25.00000,39.00000,1000
10,81,0.00411,33.00000,31.00000,3684
10,97,0.00408,33.00000,31.00000,1149
10,113,0.00407,31.00000,33.00000,1136
10,129,0.00408,34.00000,30.00000,1161
10,145,0.00410,33.00000,31.00000,1158
10,161,0.00408,29.00000,35.00000,1380
epoch,itr,loss,maskA,maskB,time_ms
1,1,0.45217,28.00000,36.00000,960
1,17,0.20256,36.00000,28.00000,774
