epoch,itr,loss,maskA,maskB,time_ms
1,33,0.13733,27.00000,37.00000,1054
1,49,0.10457,32.00000,32.00000,1135
1,65,0.08553,37.00000,27.00000,1897
1,81,0.07336,30.00000,34.00000,1081
1,97,0.06515,26.00000,38.00000,1016
1,113,0.05899,38.00000,26.00000,1844
1,129,0.05422,27.00000,37.00000,1062
1,145,0.05022,26.00000,38.00000,1025
1,161,0.04704,33.00000,31.00000,1148
1,177,0.04427,31.00000,33.00000,1124
1,193,0.04187,27.00000,37.00000,1064
1,209,0.03977,33.00000,31.00000,1157
1,225,0.03792,35.00000,29.00000,3700
1,241,0.03628,36.00000,28.00000,1152
1,257,0.03484,29.00000,35.00000,1099
1,273,0.03356,33.00000,31.00000,1155
1,289,0.03241,30.00000,34.00000,1085
1,305,0.03135,29.00000,35.00000,1096
1,321,0.03040,27.00000,37.00000,1062
1,337,0.02952,28.00000,36.00000,1059
1,353,0.02875,32.00000,32.00000,1139
1,369,0.02800,34.00000,30.00000,1153
1,385,0.02732,36.00000,28.00000,3676
2,1,0.01084,32.00000,32.00000,1163
2,17,0.01130,37.00000,27.00000,1189
2,33,0.01114,34.00000,30.00000,1161
2,49,0.01118,33.00000,31.00000,1162
2,65,0.01113,35.00000,29.00000,1158
2,81,0.01110,36.00000,28.00000,1162
2,97,0.01108,38.00000,26.00000,3735
2,113,0.01101,28.00000,36.00000,1058
2,129,0.01096,26.00000,38.00000,1024
2,145,0.01088,34.00000,30.00000,1162
2,161,0.01083,37.00000,27.00000,3659
2,177,0.01079,32.00000,32.00000,1156
2,193,0.01074,28.00000,36.00000,1060
2,209,0.01061,33.00000,31.00000,1160
2,225,0.01049,33.00000,31.00000,1152
2,241,0.01038,29.00000,35.00000,1100
2,257,0.01025,35.00000,29.00000,1165
2,273,0.01011,37.00000,27.00000,1190
2,289,0.00998,30.00000,34.00000,1078
2,305,0.00985,37.00000,27.00000,1183
2,321,0.00975,32.00000,32.00000,1152
2,337,0.00966,26.00000,38.00000,1024
2,353,0.00957,34.00000,30.00000,1157
2,369,0.00947,29.00000,35.00000,1099
2,385,0.00937,33.00000,31.00000,1150
3,1,0.00708,31.00000,33.00000,1152
3,17,0.00699,37.00000,27.00000,1186
3,33,0.00708,34.00000,30.00000,1164
3,49,0.00708,31.00000,33.00000,1134
3,65,0.00701,31.00000,33.00000,1140
3,81,0.00689,30.00000,34.00000,1061
3,97,0.00686,27.00000,37.00000,1058
3,113,0.00681,27.00000,37.00000,3594
3,129,0.00681,35.00000,29.00000,1169
3,145,0.00679,26.00000,38.00000,1019
3,161,0.00677,35.00000,29.00000,1166
3,177,0.00672,29.00000,35.00000,1097
3,193,0.00667,34.00000,30.00000,1156
3,209,0.00665,28.00000,36.00000,1061
3,225,0.00660,25.00000,39.00000,1002
3,241,0.00655,34.00000,30.00000,1165
3,257,0.00649,31.00000,33.00000,1130
3,273,0.00646,33.00000,31.00000,1150
3,289,0.00644,25.00000,39.00000,1001
3,305,0.00642,27.00000,37.00000,1067
3,321,0.00638,36.00000,28.00000,3638
3,337,0.00634,28.00000,36.00000,1059
3,353,0.00632,28.00000,36.00000,3560
3,369,0.00628,30.00000,34.00000,1086
3,385,0.00624,32.00000,32.00000,1150
4,1,0.00511,32.00000,32.00000,1128
4,17,0.00540,32.00000,32.00000,1156
4,33,0.00558,37.00000,27.00000,1194
4,49,0.00572,32.00000,32.00000,1142
4,65,0.00563,38.00000,26.00000,1222
4,81,0.00559,37.00000,27.00000,3699
4,97,0.00556,34.00000,30.00000,3672
4,113,0.00555,27.00000,37.00000,1062
4,129,0.00551,36.00000,28.00000,1142
4,145,0.00550,26.00000,38.00000,1018
4,161,0.00550,27.00000,37.00000,1064
4,177,0.00548,30.00000,34.00000,1088
4,193,0.00548,28.00000,36.00000,1057
4,209,0.00550,26.00000,38.00000,1022
4,225,0.00548,26.00000,38.00000,1015
4,241,0.00546,35.00000,29.00000,3708
4,257,0.00546,31.00000,33.00000,3671
4,273,0.00544,32.00000,32.00000,1148
4,289,0.00543,29.00000,35.00000,1099
4,305,0.00542,33.00000,31.00000,1156
4,321,0.00540,29.00000,35.00000,1102
4,337,0.00539,36.00000,28.00000,1143
4,353,0.00537,37.00000,27.00000,1183
4,369,0.00536,33.00000,31.00000,1158
4,385,0.00536,36.00000,28.00000,3643
5,1,0.00495,28.00000,36.00000,1047
5,17,0.00505,36.00000,28.00000,1155
5,33,0.00511,36.00000,28.00000,1146
5,49,0.00514,28.00000,36.00000,1051
5,65,0.00504,34.00000,30.00000,1152
5,81,0.00502,30.00000,34.00000,1084
5,97,0.00500,27.00000,37.00000,1062
5,113,0.00497,34.00000,30.00000,3687
5,129,0.00498,33.00000,31.00000,1141
5,145,0.00497,31.00000,33.00000,1135
5,161,0.00497,33.00000,31.00000,1153
5,177,0.00497,32.00000,32.00000,1150
5,193,0.00496,32.00000,32.00000,1147
5,209,0.00497,36.00000,28.00000,1154
5,225,0.00497,28.00000,36.00000,1062
5,241,0.00497,32.00000,32.00000,1151
5,257,0.00496,26.00000,38.00000,1016
5,273,0.00496,29.00000,35.00000,1101
5,289,0.00494,36.00000,28.00000,1155
5,305,0.00492,34.00000,30.00000,1151
5,321,0.00492,26.00000,38.00000,1024
5,337,0.00493,32.00000,32.00000,3676
5,353,0.00493,38.00000,26.00000,1221
5,369,0.00491,26.00000,38.00000,1028
5,385,0.00490,37.00000,27.00000,1182
6,1,0.00496,31.00000,33.00000,1147
6,17,0.00479,26.00000,38.00000,1026
6,33,0.00475,32.00000,32.00000,1145
6,49,0.00466,35.00000,29.00000,1166
6,65,0.00463,31.00000,33.00000,1147
6,81,0.00461,33.00000,31.00000,1153
6,97,0.00460,36.00000,28.00000,1156
6,113,0.00464,31.00000,33.00000,1143
6,129,0.00463,33.00000,31.00000,3659
6,145,0.00460,34.00000,30.00000,1152
6,161,0.00461,32.00000,32.00000,1151
6,177,0.00461,27.00000,37.00000,3598
6,193,0.00463,36.00000,28.00000,1147
6,209,0.00463,27.00000,37.00000,1060
6,225,0.00462,36.00000,28.00000,1149
6,241,0.00461,34.00000,30.00000,1152
6,257,0.00461,30.00000,34.00000,1086
6,273,0.00460,36.00000,28.00000,1161
6,289,0.00459,28.00000,36.00000,1058
6,305,0.00459,27.00000,37.00000,1062
6,321,0.00459,36.00000,28.00000,1144
6,337,0.00457,36.00000,28.00000,1147
6,353,0.00458,32.00000,32.00000,1148
6,369,0.00458,25.00000,39.00000,1000
6,385,0.00458,33.00000,31.00000,3669
7,1,0.00470,26.00000,38.00000,1046
7,17,0.00455,27.00000,37.00000,1064
7,33,0.00447,36.00000,28.00000,1157
7,49,0.00445,37.00000,27.00000,1180
7,65,0.00441,34.00000,30.00000,1156
7,81,0.00439,31.00000,33.00000,1139
7,97,0.00440,30.00000,34.00000,3599
7,113,0.00439,36.00000,28.00000,1160
7,129,0.00439,29.00000,35.00000,1104
7,145,0.00439,37.00000,27.00000,1193
7,161,0.00439,36.00000,28.00000,1148
7,177,0.00441,31.00000,33.00000,1129
7,193,0.00442,29.00000,35.00000,1103
7,209,0.00442,37.00000,27.00000,1190
7,225,0.00442,37.00000,27.00000,1184
7,241,0.00440,27.00000,37.00000,1060
7,257,0.00438,28.00000,36.00000,1064
7,273,0.00439,25.00000,39.00000,1143
7,289,0.00439,32.00000,32.00000,1147
7,305,0.00440,36.00000,28.00000,1156
7,321,0.00440,36.00000,28.00000,1161
7,337,0.00440,33.00000,31.00000,1146
7,353,0.00439,32.00000,32.00000,1146
7,369,0.00438,33.00000,31.00000,1163
7,385,0.00438,31.00000,33.00000,1139
8,1,0.00529,26.00000,38.00000,3553
8,17,0.00415,34.00000,30.00000,1163
8,33,0.00428,34.00000,30.00000,1162
8,49,0.00429,33.00000,31.00000,1157
8,65,0.00428,33.00000,31.00000,1151
8,81,0.00430,33.00000,31.00000,1153
8,97,0.00428,25.00000,39.00000,991
8,113,0.00428,27.00000,37.00000,1061
8,129,0.00426,29.00000,35.00000,1104
8,145,0.00427,27.00000,37.00000,1060
8,161,0.00425,34.00000,30.00000,1161
8,177,0.00425,28.00000,36.00000,3331
8,193,0.00424,34.00000,30.00000,1156
8,209,0.00424,28.00000,36.00000,1060
8,225,0.00423,36.00000,28.00000,1163
8,241,0.00422,28.00000,36.00000,1061
8,257,0.00423,28.00000,36.00000,1064
8,273,0.00423,30.00000,34.00000,2884
8,289,0.00423,34.00000,30.00000,1152
8,305,0.00423,33.00000,31.00000,3662
8,321,0.00422,29.00000,35.00000,1102
8,337,0.00421,28.00000,36.00000,1062
8,353,0.00421,35.00000,29.00000,3708
8,369,0.00420,33.00000,31.00000,1154
8,385,0.00419,33.00000,31.00000,1157
9,1,0.00430,29.00000,35.00000,1089
9,17,0.00419,31.00000,33.00000,1141
9,33,0.00401,34.00000,30.00000,1156
9,49,0.00402,32.00000,32.00000,3674
9,65,0.00404,31.00000,33.00000,1138
9,81,0.00404,35.00000,29.00000,1171
9,97,0.00407,27.00000,37.00000,1059
9,113,0.00410,27.00000,37.00000,1061
9,129,0.00410,26.00000,38.00000,1007
9,145,0.00410,37.00000,27.00000,1187
9,161,0.00407,33.00000,31.00000,1155
9,177,0.00407,36.00000,28.00000,1159
9,193,0.00409,27.00000,37.00000,1059
9,209,0.00408,29.00000,35.00000,1101
9,225,0.00405,34.00000,30.00000,1157
9,241,0.00404,34.00000,30.00000,1155
9,257,0.00403,33.00000,31.00000,1158
9,273,0.00403,29.00000,35.00000,1098
9,289,0.00404,30.00000,34.00000,1076
9,305,0.00404,37.00000,27.00000,1185
9,321,0.00403,34.00000,30.00000,1154
9,337,0.00403,30.00000,34.00000,1073
9,353,0.00404,35.00000,29.00000,1163
9,369,0.00403,27.00000,37.00000,1063
9,385,0.00402,37.00000,27.00000,1183
10,1,0.00412,29.00000,35.00000,1103
10,17,0.00398,38.00000,26.00000,1222
10,33,0.00421,33.00000,31.00000,1152
10,49,0.00422,36.00000,28.00000,1159
10,65,0.00415,25.00000,39.00000,1004
10,81,0.00407,33.00000,31.00000,1151
10,97,0.00405,33.00000,31.00000,1158
10,113,0.00405,31.00000,33.00000,1144
10,129,0.00405,34.00000,30.00000,1152
10,145,0.00407,33.00000,31.00000,1161
10,161,0.00405,29.00000,35.00000,3626
10,177,0.00404,36.00000,28.00000,1148
10,193,0.00403,25.00000,39.00000,1000
10,209,0.00403,34.00000,30.00000,1154
10,225,0.00401,29.00000,35.00000,2037
10,241,0.00399,34.00000,30.00000,1156
10,257,0.00398,35.00000,29.00000,1161
10,273,0.00398,26.00000,38.00000,1025
10,289,0.00399,28.00000,36.00000,1055
10,305,0.00398,34.00000,30.00000,1157
10,321,0.00397,34.00000,30.00000,1159
10,337,0.00397,25.00000,39.00000,987
10,353,0.00396,37.00000,27.00000,1183
10,369,0.00396,37.00000,27.00000,1188
10,385,0.00395,35.00000,29.00000,1165
11,1,0.00321,37.00000,27.00000,1172
11,17,0.00374,35.00000,29.00000,1162
11,33,0.00381,34.00000,30.00000,1160
11,49,0.00388,36.00000,28.00000,1144
11,65,0.00383,37.00000,27.00000,1189
11,81,0.00381,36.00000,28.00000,1157
11,97,0.00375,33.00000,31.00000,1157
11,113,0.00376,29.00000,35.00000,1099
11,129,0.00376,30.00000,34.00000,1084
11,145,0.00379,32.00000,32.00000,1145
11,161,0.00379,31.00000,33.00000,1146
11,177,0.00382,26.00000,38.00000,1021
11,193,0.00381,34.00000,30.00000,1290
11,209,0.00381,30.00000,34.00000,1085
11,225,0.00380,34.00000,30.00000,1160
11,241,0.00378,32.00000,32.00000,1142
11,257,0.00378,30.00000,34.00000,1082
11,273,0.00380,29.00000,35.00000,3352
11,289,0.00380,36.00000,28.00000,1156
11,305,0.00380,38.00000,26.00000,1216
11,321,0.00381,35.00000,29.00000,1167
11,337,0.00382,35.00000,29.00000,1158
11,353,0.00383,37.00000,27.00000,1188
11,369,0.00382,30.00000,34.00000,1087
11,385,0.00382,34.00000,30.00000,1141
12,1,0.00331,35.00000,29.00000,1156
12,17,0.00377,36.00000,28.00000,1158
12,33,0.00369,31.00000,33.00000,1152
12,49,0.00371,28.00000,36.00000,1059
12,65,0.00365,31.00000,33.00000,1136
12,81,0.00373,36.00000,28.00000,1147
12,97,0.00379,35.00000,29.00000,1163
12,113,0.00379,28.00000,36.00000,1062
12,129,0.00378,30.00000,34.00000,1087
12,145,0.00376,37.00000,27.00000,1180
12,161,0.00377,28.00000,36.00000,1060
12,177,0.00377,32.00000,32.00000,3666
12,193,0.00376,29.00000,35.00000,1096
12,209,0.00378,31.00000,33.00000,1140
12,225,0.00378,29.00000,35.00000,1102
12,241,0.00377,35.00000,29.00000,1164
12,257,0.00377,27.00000,37.00000,1062
12,273,0.00377,30.00000,34.00000,1086
12,289,0.00376,36.00000,28.00000,1159
12,305,0.00376,26.00000,38.00000,1025
12,321,0.00377,29.00000,35.00000,1092
12,337,0.00377,26.00000,38.00000,1015
12,353,0.00377,35.00000,29.00000,3709
12,369,0.00378,26.00000,38.00000,3560
12,385,0.00377,27.00000,37.00000,1059
13,1,0.00293,37.00000,27.00000,1216
13,17,0.00347,34.00000,30.00000,1316
13,33,0.00361,30.00000,34.00000,1079
13,49,0.00362,28.00000,36.00000,3577
13,65,0.00362,28.00000,36.00000,1057
13,81,0.00359,35.00000,29.00000,1164
13,97,0.00361,29.00000,35.00000,3635
13,113,0.00365,32.00000,32.00000,1146
13,129,0.00365,31.00000,33.00000,1141
13,145,0.00365,26.00000,38.00000,1012
13,161,0.00366,26.00000,38.00000,1017
13,177,0.00367,29.00000,35.00000,1104
13,193,0.00368,32.00000,32.00000,1147
13,209,0.00368,27.00000,37.00000,1068
13,225,0.00366,33.00000,31.00000,1160
13,241,0.00365,31.00000,33.00000,1136
13,257,0.00368,31.00000,33.00000,1136
13,273,0.00369,33.00000,31.00000,1158
13,289,0.00368,34.00000,30.00000,1140
13,305,0.00369,33.00000,31.00000,1150
13,321,0.00369,30.00000,34.00000,1084
13,337,0.00368,32.00000,32.00000,1153
13,353,0.00369,38.00000,26.00000,3750
13,369,0.00368,28.00000,36.00000,1059
13,385,0.00368,33.00000,31.00000,1145
14,1,0.00449,25.00000,39.00000,989
14,17,0.00382,35.00000,29.00000,1172
14,33,0.00365,29.00000,35.00000,1102
14,49,0.00365,31.00000,33.00000,1138
14,65,0.00364,32.00000,32.00000,1151
14,81,0.00362,30.00000,34.00000,1094
14,97,0.00363,29.00000,35.00000,1117
14,113,0.00362,37.00000,27.00000,1187
14,129,0.00360,32.00000,32.00000,1155
14,145,0.00358,37.00000,27.00000,1191
14,161,0.00358,37.00000,27.00000,1195
14,177,0.00360,29.00000,35.00000,1092
14,193,0.00359,32.00000,32.00000,1148
14,209,0.00361,26.00000,38.00000,1017
14,225,0.00363,36.00000,28.00000,1156
14,241,0.00361,34.00000,30.00000,1158
14,257,0.00362,28.00000,36.00000,1342
14,273,0.00362,26.00000,38.00000,1016
14,289,0.00363,37.00000,27.00000,1188
14,305,0.00363,28.00000,36.00000,1064
14,321,0.00362,31.00000,33.00000,1128
14,337,0.00362,37.00000,27.00000,1191
14,353,0.00362,31.00000,33.00000,1139
14,369,0.00362,27.00000,37.00000,1062
14,385,0.00362,33.00000,31.00000,1163
15,1,0.00367,31.00000,33.00000,3628
15,17,0.00359,25.00000,39.00000,1001
15,33,0.00350,34.00000,30.00000,1156
15,49,0.00357,33.00000,31.00000,1159
15,65,0.00360,34.00000,30.00000,1147
15,81,0.00358,32.00000,32.00000,1140
15,97,0.00357,30.00000,34.00000,1086
15,113,0.00357,30.00000,34.00000,1087
15,129,0.00356,27.00000,37.00000,1063
15,145,0.00356,35.00000,29.00000,1167
15,161,0.00357,35.00000,29.00000,1167
15,177,0.00356,35.00000,29.00000,1164
15,193,0.00357,29.00000,35.00000,1103
15,209,0.00356,30.00000,34.00000,1087
15,225,0.00356,36.00000,28.00000,1149
15,241,0.00355,29.00000,35.00000,1100
15,257,0.00356,33.00000,31.00000,1161
15,273,0.00358,29.00000,35.00000,3623
15,289,0.00359,30.00000,34.00000,1080
15,305,0.00360,34.00000,30.00000,1160
15,321,0.00360,28.00000,36.00000,1050
15,337,0.00360,32.00000,32.00000,1151
15,353,0.00361,30.00000,34.00000,1086
15,369,0.00360,33.00000,31.00000,1151
15,385,0.00361,30.00000,34.00000,1083
16,1,0.00435,26.00000,38.00000,1056
16,17,0.00345,32.00000,32.00000,1148
16,33,0.00351,35.00000,29.00000,2153
16,49,0.00356,33.00000,31.00000,1158
16,65,0.00354,29.00000,35.00000,1099
16,81,0.00355,25.00000,39.00000,995
16,97,0.00357,27.00000,37.00000,1063
16,113,0.00356,31.00000,33.00000,1141
16,129,0.00354,37.00000,27.00000,1183
16,145,0.00354,29.00000,35.00000,1103
16,161,0.00355,30.00000,34.00000,1082
16,177,0.00356,34.00000,30.00000,1160
16,193,0.00356,26.00000,38.00000,1029
16,209,0.00354,26.00000,38.00000,1019
16,225,0.00355,27.00000,37.00000,1062
16,241,0.00352,33.00000,31.00000,1143
16,257,0.00353,36.00000,28.00000,1156
16,273,0.00353,37.00000,27.00000,3678
16,289,0.00353,34.00000,30.00000,1156
16,305,0.00353,26.00000,38.00000,1028
16,321,0.00355,36.00000,28.00000,1158
16,337,0.00355,28.00000,36.00000,1067
16,353,0.00355,36.00000,28.00000,1152
16,369,0.00354,25.00000,39.00000,1001
16,385,0.00354,31.00000,33.00000,1139
17,1,0.00319,32.00000,32.00000,1144
17,17,0.00351,28.00000,36.00000,1059
17,33,0.00335,30.00000,34.00000,1085
17,49,0.00340,26.00000,38.00000,1019
17,65,0.00341,27.00000,37.00000,1055
17,81,0.00345,33.00000,31.00000,1159
17,97,0.00348,37.00000,27.00000,1192
17,113,0.00349,29.00000,35.00000,1101
17,129,0.00347,34.00000,30.00000,1160
17,145,0.00347,31.00000,33.00000,1121
17,161,0.00348,34.00000,30.00000,1157
17,177,0.00348,35.00000,29.00000,1166
17,193,0.00348,25.00000,39.00000,993
17,209,0.00349,26.00000,38.00000,1020
17,225,0.00350,33.00000,31.00000,1155
17,241,0.00351,31.00000,33.00000,1140
17,257,0.00350,29.00000,35.00000,1093
17,273,0.00350,29.00000,35.00000,1101
17,289,0.00350,35.00000,29.00000,1168
17,305,0.00351,26.00000,38.00000,1027
17,321,0.00350,33.00000,31.00000,1159
17,337,0.00350,35.00000,29.00000,1158
17,353,0.00348,30.00000,34.00000,1078
17,369,0.00348,32.00000,32.00000,3666
17,385,0.00347,26.00000,38.00000,1019
18,1,0.00293,34.00000,30.00000,1158
18,17,0.00334,30.00000,34.00000,1073
18,33,0.00347,37.00000,27.00000,1186
18,49,0.00342,32.00000,32.00000,1146
18,65,0.00345,34.00000,30.00000,1152
18,81,0.00340,36.00000,28.00000,1157
18,97,0.00337,30.00000,34.00000,1076
18,113,0.00337,32.00000,32.00000,1146
18,129,0.00336,33.00000,31.00000,3681
18,145,0.00336,35.00000,29.00000,1160
18,161,0.00333,33.00000,31.00000,1160
18,177,0.00334,28.00000,36.00000,3171
18,193,0.00336,29.00000,35.00000,1091
18,209,0.00338,32.00000,32.00000,1146
18,225,0.00338,34.00000,30.00000,1159
18,241,0.00338,30.00000,34.00000,1083
18,257,0.00337,32.00000,32.00000,1153
18,273,0.00336,36.00000,28.00000,1147
18,289,0.00337,35.00000,29.00000,1163
18,305,0.00337,36.00000,28.00000,1143
18,321,0.00337,35.00000,29.00000,1166
18,337,0.00338,37.00000,27.00000,1187
18,353,0.00338,36.00000,28.00000,1160
18,369,0.00338,27.00000,37.00000,1057
18,385,0.00338,34.00000,30.00000,1160
19,1,0.00327,27.00000,37.00000,1045
19,17,0.00341,28.00000,36.00000,1056
19,33,0.00332,31.00000,33.00000,1128
19,49,0.00335,34.00000,30.00000,1155
19,65,0.00336,27.00000,37.00000,1061
19,81,0.00338,27.00000,37.00000,2334
19,97,0.00337,36.00000,28.00000,1154
19,113,0.00336,32.00000,32.00000,1149
19,129,0.00334,34.00000,30.00000,1147
19,145,0.00333,29.00000,35.00000,1097
19,161,0.00333,33.00000,31.00000,1151
19,177,0.00331,28.00000,36.00000,1056
19,193,0.00331,27.00000,37.00000,1062
19,209,0.00332,35.00000,29.00000,1164
19,225,0.00331,36.00000,28.00000,1157
19,241,0.00331,31.00000,33.00000,1140
19,257,0.00331,38.00000,26.00000,1211
19,273,0.00332,37.00000,27.00000,1190
19,289,0.00332,34.00000,30.00000,1148
19,305,0.00333,29.00000,35.00000,1703
19,321,0.00334,29.00000,35.00000,1094
19,337,0.00334,27.00000,37.00000,1058
19,353,0.00334,29.00000,35.00000,3623
19,369,0.00334,28.00000,36.00000,1060
19,385,0.00334,30.00000,34.00000,1085
20,1,0.00261,37.00000,27.00000,1186
20,17,0.00335,32.00000,32.00000,1150
20,33,0.00315,31.00000,33.00000,1139
20,49,0.00322,33.00000,31.00000,1155
20,65,0.00322,34.00000,30.00000,1150
20,81,0.00321,26.00000,38.00000,1019
20,97,0.00324,27.00000,37.00000,3595
20,113,0.00328,29.00000,35.00000,1096
20,129,0.00331,37.00000,27.00000,1187
20,145,0.00332,33.00000,31.00000,1156
20,161,0.00330,29.00000,35.00000,1096
20,177,0.00331,30.00000,34.00000,1083
20,193,0.00331,33.00000,31.00000,1149
20,209,0.00331,33.00000,31.00000,1142
20,225,0.00329,33.00000,31.00000,1154
20,241,0.00330,30.00000,34.00000,1088
20,257,0.00331,37.00000,27.00000,1178
20,273,0.00330,27.00000,37.00000,1061
20,289,0.00332,25.00000,39.00000,1000
20,305,0.00333,31.00000,33.00000,1128
20,321,0.00333,35.00000,29.00000,1170
20,337,0.00333,30.00000,34.00000,1087
20,353,0.00333,37.00000,27.00000,1187
20,369,0.00333,33.00000,31.00000,1159
20,385,0.00333,32.00000,32.00000,1136
21,1,0.00272,35.00000,29.00000,1158
21,17,0.00313,37.00000,27.00000,1187
21,33,0.00323,28.00000,36.00000,1054
21,49,0.00325,33.00000,31.00000,1153
21,65,0.00325,34.00000,30.00000,1152
21,81,0.00332,32.00000,32.00000,1146
21,97,0.00332,27.00000,37.00000,1066
21,113,0.00331,37.00000,27.00000,1330
21,129,0.00331,34.00000,30.00000,1154
21,145,0.00331,37.00000,27.00000,3672
21,161,0.00331,27.00000,37.00000,1059
21,177,0.00332,32.00000,32.00000,1149
21,193,0.00330,36.00000,28.00000,1141
21,209,0.00330,31.00000,33.00000,1135
21,225,0.00330,27.00000,37.00000,1065
21,241,0.00331,27.00000,37.00000,1058
21,257,0.00331,30.00000,34.00000,1087
21,273,0.00330,30.00000,34.00000,1076
21,289,0.00330,34.00000,30.00000,1153
21,305,0.00330,34.00000,30.00000,1151
21,321,0.00330,33.00000,31.00000,1154
21,337,0.00330,34.00000,30.00000,3691
21,353,0.00329,36.00000,28.00000,1155
21,369,0.00329,32.00000,32.00000,1150
21,385,0.00330,25.00000,39.00000,997
22,1,0.00396,26.00000,38.00000,1060
22,17,0.00330,37.00000,27.00000,1189
22,33,0.00314,35.00000,29.00000,1159
22,49,0.00323,30.00000,34.00000,1082
22,65,0.00327,36.00000,28.00000,1158
22,81,0.00322,34.00000,30.00000,1159
22,97,0.00321,28.00000,36.00000,1055
22,113,0.00327,37.00000,27.00000,1178
22,129,0.00330,27.00000,37.00000,1065
22,145,0.00328,33.00000,31.00000,1157
22,161,0.00327,27.00000,37.00000,1058
22,177,0.00327,29.00000,35.00000,3617
22,193,0.00326,31.00000,33.00000,1133
22,209,0.00327,34.00000,30.00000,1159
22,225,0.00326,37.00000,27.00000,1188
22,241,0.00327,34.00000,30.00000,2580
22,257,0.00327,26.00000,38.00000,1011
22,273,0.00326,30.00000,34.00000,1086
22,289,0.00326,27.00000,37.00000,1056
22,305,0.00327,34.00000,30.00000,1156
22,321,0.00328,36.00000,28.00000,1158
22,337,0.00328,26.00000,38.00000,1008
22,353,0.00328,32.00000,32.00000,1148
22,369,0.00328,31.00000,33.00000,1144
22,385,0.00328,36.00000,28.00000,1762
23,1,0.00273,34.00000,30.00000,1189
23,17,0.00316,30.00000,34.00000,1087
23,33,0.00317,36.00000,28.00000,1155
23,49,0.00324,30.00000,34.00000,1087
23,65,0.00325,34.00000,30.00000,1144
23,81,0.00327,25.00000,39.00000,997
23,97,0.00332,36.00000,28.00000,1153
23,113,0.00330,29.00000,35.00000,1106
23,129,0.00328,37.00000,27.00000,1184
23,145,0.00328,36.00000,28.00000,1155
23,161,0.00329,27.00000,37.00000,1068
23,177,0.00329,30.00000,34.00000,2321
23,193,0.00329,29.00000,35.00000,1096
23,209,0.00331,36.00000,28.00000,1159
23,225,0.00329,28.00000,36.00000,1065
23,241,0.00329,38.00000,26.00000,1220
23,257,0.00331,31.00000,33.00000,1139
23,273,0.00330,36.00000,28.00000,1151
23,289,0.00329,29.00000,35.00000,1099
23,305,0.00329,30.00000,34.00000,3601
23,321,0.00329,29.00000,35.00000,1101
23,337,0.00329,35.00000,29.00000,1159
23,353,0.00330,25.00000,39.00000,1002
23,369,0.00330,36.00000,28.00000,1138
23,385,0.00330,33.00000,31.00000,1152
24,1,0.00261,35.00000,29.00000,1155
24,17,0.00318,33.00000,31.00000,1160
24,33,0.00321,36.00000,28.00000,1153
24,49,0.00320,25.00000,39.00000,1000
24,65,0.00324,28.00000,36.00000,1066
24,81,0.00324,37.00000,27.00000,1182
24,97,0.00325,27.00000,37.00000,1063
24,113,0.00322,35.00000,29.00000,3666
24,129,0.00322,33.00000,31.00000,1154
24,145,0.00322,37.00000,27.00000,1190
24,161,0.00323,28.00000,36.00000,3583
24,177,0.00321,26.00000,38.00000,1021
24,193,0.00319,32.00000,32.00000,1148
24,209,0.00318,28.00000,36.00000,1060
24,225,0.00319,32.00000,32.00000,1151
24,241,0.00319,26.00000,38.00000,3001
24,257,0.00319,36.00000,28.00000,1155
24,273,0.00318,28.00000,36.00000,1063
24,289,0.00320,28.00000,36.00000,1063
24,305,0.00320,36.00000,28.00000,1159
24,321,0.00320,29.00000,35.00000,1107
24,337,0.00320,37.00000,27.00000,1178
24,353,0.00320,32.00000,32.00000,1145
24,369,0.00320,33.00000,31.00000,1153
24,385,0.00320,28.00000,36.00000,1062
25,1,0.00266,34.00000,30.00000,1175
25,17,0.00316,28.00000,36.00000,1065
25,33,0.00318,30.00000,34.00000,1079
25,49,0.00320,33.00000,31.00000,1152
25,65,0.00315,31.00000,33.00000,1138
25,81,0.00317,32.00000,32.00000,1149
25,97,0.00318,33.00000,31.00000,1145
25,113,0.00320,32.00000,32.00000,1118
25,129,0.00319,31.00000,33.00000,1136
25,145,0.00323,28.00000,36.00000,1057
25,161,0.00323,33.00000,31.00000,1152
25,177,0.00323,35.00000,29.00000,1165
25,193,0.00322,37.00000,27.00000,1182
25,209,0.00322,33.00000,31.00000,3644
25,225,0.00321,29.00000,35.00000,1096
25,241,0.00321,29.00000,35.00000,1095
25,257,0.00322,35.00000,29.00000,1161
25,273,0.00322,27.00000,37.00000,1058
25,289,0.00322,31.00000,33.00000,1138
25,305,0.00322,31.00000,33.00000,1138
25,321,0.00322,28.00000,36.00000,1803
25,337,0.00322,25.00000,39.00000,996
25,353,0.00323,36.00000,28.00000,1151
25,369,0.00323,33.00000,31.00000,1149
25,385,0.00324,32.00000,32.00000,1146
26,1,0.00372,28.00000,36.00000,1048
26,17,0.00308,37.00000,27.00000,1190
26,33,0.00311,32.00000,32.00000,1905
26,49,0.00316,28.00000,36.00000,1061
26,65,0.00314,37.00000,27.00000,1187
26,81,0.00315,37.00000,27.00000,1183
26,97,0.00315,34.00000,30.00000,1155
26,113,0.00317,27.00000,37.00000,1069
26,129,0.00317,36.00000,28.00000,1156
26,145,0.00315,26.00000,38.00000,1014
26,161,0.00314,32.00000,32.00000,1136
26,177,0.00317,30.00000,34.00000,1192
